,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Havre,FR,49.5833,0.3333,66.63,94,75,9.22,broken clouds
347,Palmer,US,42.1584,-72.3287,75.99,78,90,4.0,overcast clouds
348,Hatillo,PR,18.4863,-66.8254,90.37,88,73,11.01,light rain
349,Geraldton,AU,-28.7667,114.6,48.61,93,0,12.66,clear sky
350,Abalak,RU,58.1286,68.5944,50.38,63,35,7.92,scattered clouds
351,Codrington,AU,-38.2667,141.9667,50.04,94,73,14.32,broken clouds
352,Hami,CN,42.8,93.45,85.69,19,0,8.93,clear sky
353,Norman Wells,CA,65.282,-126.8329,69.84,43,40,5.75,scattered clouds
354,Nieuw Amsterdam,SR,5.8833,-55.0833,87.96,62,40,6.91,scattered clouds
355,Stornoway,GB,58.2093,-6.3865,58.96,88,20,10.36,few clouds
356,Chau Doc,VN,10.7,105.1167,76.3,90,100,5.61,overcast clouds
357,Suez,EG,29.9737,32.5263,79.48,72,0,13.69,clear sky
358,Hvide Sande,DK,56.0045,8.1294,70.38,83,48,14.16,scattered clouds
359,Balfron,GB,56.0681,-4.3356,72.68,63,24,3.18,few clouds
360,College,US,64.8569,-147.8028,64.0,57,75,9.22,broken clouds
361,Tomaszow Mazowiecki,PL,51.5313,20.0086,71.49,10,100,6.8,overcast clouds
362,Wanlaweyn,SO,2.6185,44.8938,73.89,74,7,16.67,clear sky
363,Bambanglipuro,ID,-7.95,110.2833,70.21,89,42,4.03,scattered clouds
364,Te Anau,NZ,-45.4167,167.7167,44.53,98,100,1.57,overcast clouds
365,Nizhniy Kuranakh,RU,58.8353,125.4869,58.57,87,98,1.66,overcast clouds
366,Sohag,EG,26.557,31.6948,86.29,24,0,6.58,clear sky
367,Chimbote,PE,-9.0853,-78.5783,68.54,73,20,9.64,few clouds
368,Sambava,MG,-14.2667,50.1667,65.59,84,54,10.94,broken clouds
369,Hualmay,PE,-11.0964,-77.6139,67.57,73,32,7.56,scattered clouds
370,Ibra,OM,22.6906,58.5334,92.1,41,75,3.91,broken clouds
371,Mochudi,BW,-24.4167,26.15,50.59,45,0,4.65,clear sky
372,Kharp,RU,66.8014,65.8081,46.38,89,100,7.0,overcast clouds
373,Beisfjord,NO,68.3751,17.5988,57.36,99,100,1.25,overcast clouds
374,Qinhuangdao,CN,39.9317,119.5883,74.86,90,100,0.63,overcast clouds
375,Caracollo,PE,-14.9165,-70.6603,59.16,17,65,15.7,broken clouds
376,Hamilton,US,39.1834,-84.5333,90.84,68,40,1.01,scattered clouds
377,Kosa,RU,59.9445,54.9977,49.5,73,47,5.7,scattered clouds
378,Tautira,PF,-17.7333,-149.15,80.62,69,0,10.51,clear sky
379,Tura,IN,25.5198,90.2201,75.56,95,100,5.1,overcast clouds
380,Coihaique,CL,-45.5752,-72.0662,44.55,53,40,5.75,scattered clouds
381,Berbera,SO,10.4396,45.0143,89.46,37,100,26.46,overcast clouds
382,Nacala,MZ,-14.5428,40.6728,68.29,68,6,10.18,clear sky
383,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,14.97,scattered clouds
384,Alofi,NU,-19.0595,-169.9187,71.49,94,10,1.14,clear sky
385,Bhadasar,IN,28.2833,74.3167,93.9,50,81,9.33,broken clouds
386,Kavaratti,IN,10.5669,72.642,81.0,79,100,21.61,overcast clouds
387,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.38,94,99,3.49,overcast clouds
388,Malinyi,TZ,-8.9333,36.1333,63.25,45,1,3.58,clear sky
389,Banda Aceh,ID,5.5577,95.3222,79.75,83,98,6.8,overcast clouds
390,Chake Chake,TZ,-5.2459,39.7666,74.84,72,2,16.62,clear sky
391,Vredendal,ZA,-31.6683,18.5012,63.45,28,97,13.13,overcast clouds
392,Hay River,CA,60.8156,-115.7999,60.78,51,40,6.91,scattered clouds
393,Auki,SB,-8.7676,160.7034,76.57,88,93,4.7,overcast clouds
394,Linqiong,CN,30.4159,103.4609,78.62,90,4,1.5,clear sky
395,Natal,BR,-5.795,-35.2094,83.05,61,75,18.41,broken clouds
396,Feltre,IT,46.0235,11.907,79.59,91,69,5.48,light rain
397,Loandjili,CG,-4.7561,11.8578,73.51,88,20,2.3,few clouds
398,Jishu,CN,44.3167,126.8,72.07,74,98,5.5,overcast clouds
399,Tukrah,LY,32.5341,20.5791,79.23,66,0,9.84,clear sky
400,Mizdah,LY,31.4451,12.9801,82.26,23,0,8.03,clear sky
401,Gillette,US,44.2911,-105.5022,94.8,19,1,3.0,clear sky
402,Saint-Leu,RE,-21.15,55.2833,68.83,73,69,4.61,light rain
403,Waingapu,ID,-9.6567,120.2641,71.71,69,8,4.97,clear sky
404,Kalabo,ZM,-14.97,22.6814,59.76,41,0,9.95,clear sky
405,Nicoya,CR,10.1483,-85.452,85.55,77,100,3.96,overcast clouds
406,Sterling,US,39.0062,-77.4286,92.08,58,75,1.01,broken clouds
407,Mareeba,AU,-17.0,145.4333,61.52,85,100,2.28,overcast clouds
408,Mehamn,NO,71.0357,27.8492,46.58,81,75,16.11,broken clouds
409,Magadan,RU,59.5667,150.8,53.26,98,100,4.38,light rain
410,Juneau,US,58.3019,-134.4197,60.8,88,75,5.75,light rain
411,Lazaro Cardenas,MX,17.9583,-102.2,85.96,73,22,9.08,few clouds
412,Olden,NO,61.8364,6.8064,75.27,77,65,5.91,broken clouds
413,Tagusao,PH,9.1924,117.8141,81.1,83,28,10.51,scattered clouds
414,Presidente Medici,BR,-11.1753,-61.9014,97.84,22,4,4.65,clear sky
415,Yambio,SS,4.5721,28.3955,68.43,98,100,2.21,moderate rain
416,Valverde Del Camino,ES,37.5751,-6.7543,84.72,55,1,13.62,clear sky
417,Santa Maria,BR,-29.6842,-53.8069,83.5,37,40,12.66,scattered clouds
418,Roma,US,43.2128,-75.4557,85.41,61,20,1.01,few clouds
419,Orneta,PL,54.1148,20.1333,66.72,78,100,10.51,overcast clouds
420,Tessalit,ML,20.1986,1.0114,90.59,34,99,18.57,overcast clouds
421,Meulaboh,ID,4.1363,96.1285,77.4,86,100,2.46,overcast clouds
422,Sebring,US,27.4956,-81.4409,94.26,56,1,5.01,clear sky
423,Maarianhamina,AX,60.0973,19.9348,66.06,82,0,3.44,clear sky
424,Chuy,UY,-33.6971,-53.4616,66.07,85,1,5.59,clear sky
425,Bar Harbor,US,44.3876,-68.2039,65.91,87,90,11.01,overcast clouds
426,Fomboni,KM,-12.28,43.7425,76.95,63,45,16.93,scattered clouds
427,Cabinda,AO,-5.55,12.2,72.07,85,88,6.6,overcast clouds
428,Viedma,AR,-40.8135,-62.9967,53.53,33,4,13.8,clear sky
429,Krasnogvardeyskiy,RU,57.3793,62.3195,55.4,59,100,4.61,overcast clouds
430,Aitape,PG,-3.1374,142.3475,75.45,84,100,3.71,overcast clouds
431,Yumen,CN,40.2833,97.2,76.3,33,4,10.07,clear sky
432,Nynashamn,SE,58.9034,17.9479,71.4,78,98,7.85,overcast clouds
433,Alamosa,US,37.4695,-105.87,78.78,38,1,4.61,clear sky
434,Lompoc,US,34.6391,-120.4579,85.69,69,40,5.99,scattered clouds
435,Muravlenko,RU,63.7898,74.523,50.4,75,100,14.79,overcast clouds
436,Jijiga,ET,9.35,42.8,61.88,66,80,16.28,broken clouds
437,Saint-Augustin,CA,51.226,-58.6502,72.68,54,9,20.92,clear sky
438,Dunblane,GB,56.1884,-3.9642,72.59,82,16,1.52,few clouds
439,Evensk,RU,61.95,159.2333,48.63,99,100,7.23,light rain
440,Ajdabiya,LY,30.7554,20.2263,83.89,39,0,13.62,clear sky
441,Baruun-Urt,MN,46.6806,113.2792,60.42,69,100,12.01,overcast clouds
442,Odweyne,SO,9.4092,45.064,71.96,47,64,20.36,broken clouds
443,Hirara,JP,24.8,125.2833,83.41,89,100,18.1,overcast clouds
444,Noyabrsk,RU,63.1994,75.4507,52.43,91,100,20.22,moderate rain
445,Galesong,ID,-5.3166,119.3661,68.02,66,10,5.84,clear sky
446,Kovdor,RU,67.5662,30.4758,51.82,92,98,4.43,overcast clouds
447,Sainte-Marie,RE,-20.8968,55.5496,69.93,68,0,11.5,clear sky
448,Olafsvik,IS,64.8945,-23.7142,49.75,91,72,17.34,light rain
449,Solenzo,BF,12.1833,-4.0833,81.77,65,100,7.31,overcast clouds
450,Ghanzi,BW,-21.5667,21.7833,49.62,53,1,9.22,clear sky
451,Hukuntsi,BW,-24.0,21.75,48.16,42,2,11.39,clear sky
452,Shache,CN,38.4167,77.2406,85.86,25,0,4.14,clear sky
453,Camana,PE,-16.6228,-72.7111,61.92,81,61,6.2,broken clouds
454,Yeppoon,AU,-23.1333,150.7333,42.58,50,0,5.26,clear sky
455,Gemena,CD,3.25,19.7667,71.91,89,99,2.01,overcast clouds
456,Lakes Entrance,AU,-37.8811,147.981,50.18,60,100,13.53,overcast clouds
457,Demmin,DE,53.9076,13.0314,73.99,84,100,9.91,overcast clouds
458,Iskele,TR,39.484,26.9278,78.89,57,20,16.11,few clouds
459,Kortkeros,RU,61.8106,51.5806,55.4,68,100,5.73,overcast clouds
460,Shakawe,BW,-18.3667,21.85,53.65,46,0,6.4,clear sky
461,Smolenka,RU,52.1352,113.4974,59.07,88,98,2.24,overcast clouds
462,Flinders,AU,-34.5833,150.8552,56.05,65,0,5.01,clear sky
463,Kirovskiy,RU,45.0917,133.5136,70.97,76,87,4.18,overcast clouds
464,Puerto Escondido,MX,15.85,-97.0667,88.21,65,100,9.06,overcast clouds
465,Pilar,BR,-9.5972,-35.9567,73.33,91,24,7.65,few clouds
466,Point Fortin,TT,10.1833,-61.6833,84.15,70,100,7.85,overcast clouds
467,Iskateley,RU,67.6803,53.1512,40.6,88,50,12.95,scattered clouds
468,Suntar,RU,62.1444,117.6319,61.34,75,37,3.22,scattered clouds
469,Praya,CV,14.9215,-23.5087,79.34,61,40,16.11,scattered clouds
470,Tabas,IR,33.5959,56.9244,91.98,10,0,11.61,clear sky
471,San Mateo Del Mar,MX,16.2,-95.0,89.64,59,91,21.12,overcast clouds
472,Juegang,CN,32.3174,121.1855,78.4,93,100,33.15,moderate rain
473,Haukipudas,FI,65.1765,25.3523,64.45,90,35,2.77,scattered clouds
474,Quesnel,CA,52.9999,-122.5029,64.9,52,75,12.66,broken clouds
475,Fort Nelson,CA,58.8053,-122.7002,71.19,37,40,11.5,scattered clouds
476,Safaga,EG,26.7292,33.9365,85.95,51,0,1.41,clear sky
477,Abonnema,NG,4.7084,6.7931,76.96,69,83,8.28,broken clouds
478,Aykhal,RU,66.0,111.5,68.14,63,7,8.63,clear sky
479,Brandon,US,27.9378,-82.2859,95.86,65,75,1.01,broken clouds
480,Malangwa,NP,26.8568,85.5581,83.55,78,100,6.55,light rain
481,Vattalkundu,IN,10.1667,77.7667,78.78,77,100,4.81,overcast clouds
482,Chateaubelair,VC,13.2833,-61.25,86.61,79,75,3.44,broken clouds
483,General Roca,AR,-39.0333,-67.5833,57.6,45,76,18.01,broken clouds
484,Karratha,AU,-20.7377,116.8463,69.03,48,55,5.95,broken clouds
485,Luzilandia,BR,-3.4578,-42.3703,91.81,33,17,3.06,few clouds
486,Libreville,GA,0.3925,9.4537,78.82,83,40,4.61,scattered clouds
487,Yichun,CN,47.7,128.9,66.49,99,100,4.09,overcast clouds
488,Sauda,NO,59.6506,6.3542,73.69,60,100,3.27,overcast clouds
489,Carballo,ES,43.213,-8.691,69.76,85,62,2.91,broken clouds
490,Sydney,AU,-33.8679,151.2073,53.71,67,20,1.01,few clouds
491,Lata,PT,40.1629,-8.3327,73.04,96,57,4.88,broken clouds
492,Hobyo,SO,5.3505,48.5268,76.66,75,29,24.96,scattered clouds
493,Onega,RU,63.9061,38.1404,53.87,85,89,3.47,overcast clouds
494,Wajima,JP,37.4,136.9,78.21,82,0,3.13,clear sky
495,Qaqortoq,GL,60.7167,-46.0333,59.5,66,60,5.82,broken clouds
496,Riyadh,SA,24.6877,46.7219,98.74,15,0,6.76,clear sky
497,Ochakiv,UA,46.6128,31.5498,73.54,53,0,8.12,clear sky
498,Atherton,GB,53.5237,-2.4935,71.15,67,28,4.0,scattered clouds
499,Portland,US,45.5234,-122.6762,87.53,49,1,1.01,clear sky
500,Vila Do Maio,CV,15.1333,-23.2167,79.59,71,25,10.42,scattered clouds
501,Umarkot,PK,25.3616,69.7362,86.5,68,100,24.67,overcast clouds
502,Naryan-Mar,RU,67.6713,53.087,40.71,88,46,12.93,scattered clouds
503,Naze,JP,28.3667,129.4833,77.86,88,100,16.15,moderate rain
504,Podosinovets,RU,60.2776,47.0659,55.92,69,99,5.73,overcast clouds
505,Kichera,RU,55.9375,110.0997,62.28,61,88,4.0,overcast clouds
506,Deer Lake,CA,49.1667,-57.4316,75.06,53,40,4.61,scattered clouds
507,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,20,2.24,fog
508,Kraslava,LV,55.8951,27.168,63.48,62,0,3.44,clear sky
509,Lusambo,CD,-4.9667,23.45,72.68,36,12,2.51,few clouds
510,Danville,US,36.586,-79.395,93.25,65,20,5.75,few clouds
511,Zyryanka,RU,65.75,150.85,45.64,72,100,16.6,light rain
512,Dingle,PH,10.9995,122.6711,77.14,89,34,9.69,scattered clouds
513,Mayskiy,RU,47.6931,40.1025,78.44,47,2,7.78,clear sky
514,Tommot,RU,58.9564,126.2925,59.81,85,98,2.8,overcast clouds
515,Lucapa,AO,-8.4192,20.7447,70.68,32,3,4.9,clear sky
516,Tongliao,CN,43.6125,122.2653,72.55,82,100,10.02,overcast clouds
517,Saquena,PE,-4.6667,-73.5167,85.66,62,67,2.1,broken clouds
518,Mackay,AU,-21.15,149.2,57.04,87,8,4.61,clear sky
519,Maniitsoq,GL,65.4167,-52.9,45.93,73,100,8.79,overcast clouds
520,Canto Do Buriti,BR,-8.11,-42.9444,88.0,31,0,9.55,clear sky
521,Musoma,TZ,-1.5,33.8,73.06,55,1,8.7,clear sky
522,Khlung,TH,12.4547,102.2214,82.94,70,100,7.56,overcast clouds
523,Neiafu,TO,-18.65,-173.9833,74.08,94,40,0.0,scattered clouds
524,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,4.61,overcast clouds
525,Seydi,TM,39.4816,62.9137,93.43,14,0,13.65,clear sky
526,Saint-Gaudens,FR,43.0833,0.6667,71.51,81,100,2.93,overcast clouds
527,Vila,PT,42.0304,-8.1588,62.74,85,18,3.44,few clouds
528,Matongo,TZ,-2.3833,34.0833,70.54,40,2,9.1,clear sky
529,Dolzhanskaya,RU,46.6311,37.8039,80.33,60,2,15.48,clear sky
530,Roald,NO,62.5833,6.1333,70.72,82,87,12.66,overcast clouds
531,Iracoubo,GF,5.4802,-53.2011,80.98,73,93,5.32,overcast clouds
532,Ozernovskiy,RU,51.5,156.5167,53.73,99,100,1.57,overcast clouds
533,Suzun,RU,53.7841,82.3116,65.46,84,100,1.7,overcast clouds
534,Salalah,OM,17.0151,54.0924,80.69,83,75,6.91,broken clouds
535,Wanaka,NZ,-44.7,169.15,42.93,96,100,2.01,moderate rain
536,Deputatskiy,RU,69.3,139.9,46.22,71,5,3.04,clear sky
537,Axim,GH,4.8699,-2.2405,76.1,76,78,9.42,broken clouds
538,Pegnitz,DE,49.7564,11.545,71.53,95,100,0.58,overcast clouds
539,Cedar City,US,37.6775,-113.0619,84.18,34,1,4.61,clear sky
540,Okhotsk,RU,59.3833,143.3,55.99,98,100,3.4,heavy intensity rain
541,Kirakira,SB,-10.4544,161.9205,78.89,82,86,8.12,overcast clouds
542,Moorhead,US,46.8739,-96.7676,89.98,26,1,10.36,clear sky
543,Dudinka,RU,69.4058,86.1778,53.96,90,100,3.69,overcast clouds
544,Mantua,IT,45.1667,10.7833,84.52,75,100,8.99,overcast clouds
545,Saint-Pierre,RE,-21.3393,55.4781,69.44,72,20,8.05,few clouds
546,Idlib,SY,35.9306,36.6339,78.19,55,0,6.89,clear sky
547,Kuching,MY,1.55,110.3333,79.02,89,20,3.44,few clouds
548,Faya,SA,18.3851,42.4509,66.31,78,100,4.76,overcast clouds
549,San Luis,AR,-33.295,-66.3356,60.49,35,0,8.75,clear sky
550,Poso,ID,-1.3959,120.7524,75.88,76,33,6.78,scattered clouds
551,Gogrial,SS,8.5332,28.1004,71.17,95,100,4.0,light rain
552,Port-Cartier,CA,50.0334,-66.8654,68.22,74,100,4.88,overcast clouds
553,Sombor,RS,45.7742,19.1122,71.51,59,68,10.85,broken clouds
554,Murdochville,CA,48.9583,-65.5006,76.08,47,100,13.87,overcast clouds
555,Nalgonda,IN,17.05,79.2667,80.78,70,34,13.69,scattered clouds
556,Warrington,GB,53.3925,-2.5802,71.33,69,0,4.0,clear sky
557,Costinesti,RO,43.95,28.6333,70.02,69,0,6.33,clear sky
558,Kaita,JP,34.3667,132.55,75.16,84,73,3.6,broken clouds
559,Mahibadhoo,MV,3.7833,72.9667,82.02,79,100,19.04,overcast clouds
560,Mangrol,IN,21.1167,70.1167,80.08,85,100,9.6,light rain
561,Rabat,MA,33.9911,-6.8401,74.05,82,20,10.36,few clouds
562,Bluefields,NI,12.0137,-83.7635,86.07,79,40,4.61,scattered clouds
563,Abeche,TD,13.8292,20.8324,79.12,68,100,1.25,overcast clouds
564,Aswan,EG,24.0934,32.907,96.1,18,0,9.22,clear sky
565,Bull Savanna,JM,17.8868,-77.5902,81.48,70,70,5.19,broken clouds
566,Pijijiapan,MX,15.7011,-93.23,87.58,69,15,7.56,few clouds
567,Batagay,RU,67.6333,134.6333,58.41,67,24,2.35,few clouds
568,Fukue,JP,32.6881,128.8419,79.57,82,100,16.96,light rain
569,La Ronge,CA,55.1001,-105.2842,66.45,59,75,3.44,broken clouds
570,Nancha,CN,47.1333,129.2667,69.24,98,100,0.67,overcast clouds
571,Port Hardy,CA,50.6996,-127.4199,59.18,88,90,5.75,overcast clouds
572,Rafraf,TN,37.1904,10.1837,88.12,65,50,4.47,scattered clouds
573,Nara,JP,34.6851,135.8049,78.26,94,8,2.53,clear sky
574,Acaponeta,MX,22.4964,-105.3594,95.97,48,8,6.55,clear sky
575,Kushima,JP,31.4583,131.2333,80.11,92,100,7.76,overcast clouds
576,Kapiri Mposhi,ZM,-13.9652,28.6809,52.41,60,2,9.62,clear sky
577,Belmonte,BR,-15.8631,-38.8828,73.4,81,71,10.51,broken clouds
578,Gornopravdinsk,RU,60.05,69.9,48.69,69,29,5.73,scattered clouds
579,Puerto Ayacucho,VE,5.6639,-67.6236,83.19,72,100,2.1,overcast clouds
580,Novyy Urengoy,RU,66.0833,76.6333,57.61,67,100,10.8,overcast clouds
581,Coahuayana,MX,18.7333,-103.6833,90.88,64,72,6.02,broken clouds
582,Obihiro,JP,42.9172,143.2044,66.47,96,98,2.15,overcast clouds
583,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,64,0,15.68,clear sky
584,Ayr,GB,55.4627,-4.6339,71.49,77,75,6.91,broken clouds
585,Zhob,PK,31.3411,69.4481,87.26,42,0,4.03,clear sky
586,Ellington,US,41.904,-72.4698,76.73,90,90,1.01,overcast clouds
587,Klichka,RU,50.4457,117.996,51.67,95,5,5.44,clear sky
588,Morros,BR,-9.4467,-46.3003,89.26,24,3,9.35,clear sky
589,Eresos,GR,39.1667,25.9333,76.51,61,0,14.34,clear sky
590,Voh,NC,-20.9667,164.7,64.63,92,14,2.28,few clouds
591,Killarney,IE,52.05,-9.5167,65.86,85,20,4.65,few clouds
592,Labuhan,ID,-6.8844,112.2051,72.81,83,47,7.47,scattered clouds
593,Bara,NG,10.3744,10.7288,75.16,87,100,5.84,light rain
594,Roebourne,AU,-20.7833,117.1333,69.19,43,53,6.49,broken clouds
595,Hasanabad,IR,36.5465,61.0543,91.62,25,0,4.61,clear sky
596,Berlevag,NO,70.8578,29.0864,46.4,87,75,23.02,light intensity drizzle
597,Kudahuvadhoo,MV,2.6708,72.8944,81.28,76,84,11.61,broken clouds
598,Dire,ML,12.2833,-10.9667,76.91,89,100,0.85,light rain
599,Sinnamary,GF,5.3833,-52.95,81.19,77,63,6.02,broken clouds
600,Portoferraio,IT,42.8115,10.3146,82.02,83,100,19.22,overcast clouds
601,Haizhou,CN,34.5817,119.1289,78.96,83,100,12.37,overcast clouds
602,Brae,GB,60.3964,-1.353,58.91,81,5,4.0,clear sky
603,Khingansk,RU,49.1167,131.1833,64.36,100,100,2.57,overcast clouds
604,Cartagena,CO,10.3997,-75.5144,83.82,79,75,6.91,broken clouds
605,Lamas,PE,-6.4167,-76.5333,82.87,38,96,2.89,overcast clouds
606,Ambagarh Chauki,IN,20.7833,80.7167,75.96,88,33,7.23,scattered clouds
607,Baillif,GP,16.0202,-61.7463,87.3,80,100,15.68,overcast clouds
608,Yuli,NG,9.6989,10.2744,73.51,93,100,5.32,light rain
609,Sakaraha,MG,-22.9,44.5333,60.21,59,52,7.81,broken clouds
610,San Jeronimo,PE,-11.9472,-75.2829,63.72,23,14,5.37,few clouds
611,Kiruna,SE,67.8557,20.2251,56.32,82,20,3.44,few clouds
612,Tengushevo,RU,54.7686,42.7189,61.5,54,99,4.7,overcast clouds
613,Kruisfontein,ZA,-34.0033,24.7314,54.28,37,70,5.91,broken clouds
614,Burnie,AU,-41.0667,145.9167,44.92,85,33,8.99,scattered clouds
615,Ridgecrest,US,35.6225,-117.6709,98.62,13,1,4.61,clear sky
616,Yerbogachen,RU,61.2767,108.0108,61.38,66,78,1.36,broken clouds
617,Phan Thiet,VN,10.9333,108.1,75.72,93,91,9.62,overcast clouds
618,Verkhnyaya Toyma,RU,62.2349,44.9985,55.45,76,100,4.0,light rain
619,Wellington,NZ,-41.2866,174.7756,55.65,83,90,9.22,moderate rain
620,Kwakoa,TZ,-3.7667,37.7167,65.79,57,46,5.03,scattered clouds
621,Nortelandia,BR,-14.4547,-56.8028,96.17,19,5,5.21,clear sky
622,Kawalu,ID,-7.3817,108.2082,66.58,97,48,2.04,scattered clouds
623,Bud,US,39.447,-86.1758,88.18,75,35,3.22,scattered clouds
624,Arys,KZ,42.4252,68.795,93.42,16,0,9.95,clear sky
625,Ketchikan,US,55.3422,-131.6461,59.47,77,90,6.91,light rain
626,Safranbolu,TR,41.2508,32.6942,64.33,79,3,3.11,clear sky
627,Buala,SB,-8.145,159.5921,79.3,84,24,7.25,few clouds
628,Suba,PH,10.8438,121.0102,83.89,78,99,12.84,overcast clouds
629,Krasnaya Polyana,RU,56.242,51.1442,53.42,61,17,2.86,few clouds
630,Zhangzhou,CN,24.5133,117.6556,87.73,83,85,3.62,overcast clouds
631,Champagnole,FR,46.7445,5.9135,70.18,87,95,3.33,overcast clouds
632,Kotma,IN,23.2,81.9667,74.19,93,88,9.31,overcast clouds
633,Kloulklubed,PW,7.0419,134.2556,83.89,74,100,17.63,overcast clouds
634,Carutapera,BR,-1.195,-46.02,81.16,73,99,8.19,overcast clouds
635,Bemidji,US,47.4736,-94.8803,90.05,24,1,10.36,clear sky
636,Panaba,MX,21.2833,-88.2667,93.9,42,99,16.28,overcast clouds
637,Isangel,VU,-19.55,169.2667,75.0,87,100,12.8,overcast clouds
638,Tramagal,PT,39.45,-8.25,73.83,82,27,1.01,scattered clouds
639,Pativilca,PE,-10.7,-77.7833,68.14,69,28,8.43,scattered clouds
640,Skibbereen,IE,51.55,-9.2667,71.4,86,14,0.74,few clouds
641,Outjo,NA,-20.1167,16.15,58.1,40,0,10.38,clear sky
642,Zabol,AF,32.25,67.25,81.55,16,0,9.17,clear sky
643,Lethem,GY,3.3803,-59.7968,85.05,69,100,4.5,overcast clouds
644,Bereda,ES,43.2686,-7.5406,64.58,90,60,3.18,broken clouds
645,Northam,GB,51.0333,-4.2167,69.42,82,47,5.32,scattered clouds
646,Chiang Khong,TH,20.2613,100.4046,75.52,100,100,1.9,overcast clouds
647,Manavalakurichi,IN,8.1333,77.3,80.69,85,100,16.98,overcast clouds
648,Huizen,NL,52.2992,5.2417,70.2,92,100,3.74,overcast clouds
649,Haimen,CN,23.1935,116.6142,84.09,86,69,8.01,broken clouds
650,Gribanovskiy,RU,51.4579,41.9764,64.92,53,84,5.68,broken clouds
651,Wenzhou,CN,27.9994,120.6668,77.59,92,100,4.14,overcast clouds
652,Zhanaozen,KZ,43.3,52.8,85.6,27,0,19.06,clear sky
653,Rocha,UY,-34.4833,-54.3333,71.71,75,16,9.89,few clouds
654,Tecoanapa,MX,16.5167,-98.75,87.22,66,70,10.25,broken clouds
655,Sabla,NG,12.7525,4.7077,84.27,61,100,11.18,light rain
656,Eyl,SO,7.9803,49.8164,77.2,70,4,21.63,clear sky
657,Maunabo,PR,18.0072,-65.8993,85.69,95,100,7.96,overcast clouds
658,Novopavlovka,RU,51.2172,109.2091,53.65,86,24,4.03,few clouds
659,Denpasar,ID,-8.65,115.2167,74.86,83,20,1.14,few clouds
660,Kuminskiy,RU,58.6667,66.5667,51.39,67,28,7.63,scattered clouds
661,Salina,US,38.8403,-97.6114,89.73,33,1,10.36,clear sky
662,Mweka,CD,-4.85,21.5667,73.24,35,7,2.84,clear sky
